compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
train	usa-today_2015-12-01_for-gop-a-golden-opportunity-to-	2	4b22	usa-today	2015-12-01	Rick Hampson, USA TODAY	For GOP, a 'golden opportunity' to reclaim security as its issue	0	1	None	None
train	usa-today_2015-12-07_gop-targets-clinton-s-foreign-po	16	d473	usa-today	2015-12-07	Heidi M. Przybyla, @HeidiPrzybyla, USA TODAY	GOP targets Clinton's foreign policy Achilles' heel	0	2	None	None
train	usa-today_2015-12-07_republicans-reaction-is-that-all	5	5fec	usa-today	2015-12-07	David Jackson, USA TODAY	Republicans' reaction: 'Is that all there is?'; Candidates say president's anti-terror strategy is inadequate	2	0	None	None
train	usa-today_2015-12-08_most-oppose-defunding-planned-pa	21	4b22	usa-today	2015-12-08	Susan Page, USA TODAY	Most oppose defunding Planned Parenthood; Poll precedes battle on Capitol Hill	0	1	None	None
train	usa-today_2015-12-14_on-the-islamic-state-a-split-mos	19	6b86	usa-today	2015-12-14	Heidi M. Przybyla, USA TODAY	On the Islamic State, a split mostly of words; Obama, Republican candidates aren't that far apart on policy	7	1	None	None
train	usa-today_2015-12-15_nevada-a-newcomer-in-republican-	16	ef2d	usa-today	2015-12-15	David Jackson, USA TODAY	Nevada a 'newcomer' in Republican race; Residents cite jobs, safety from terrorism as top concerns	3	0	None	None
train	usa-today_2015-12-16_markets-are-never-ready-for-the-	2	5fec	usa-today	2015-12-16	David Callaway, USA TODAY	Markets are never ready for the Fed; Expect economic issues to roar back in the presidential election	1	1	None	None
train	usa-today_2015-12-22_clinton-to-call-for-wider-effort	12	4e07	usa-today	2015-12-22	Heidi M. Przybyla, USA TODAY	Clinton to call for wider efforts to cure Alzheimer's	0	1	None	None
train	usa-today_2015-12-22_in-brief	19	5fec	usa-today	2015-12-22		IN BRIEF	0	1	None	None
train	usa-today_2015-12-23_our-debates-draw-viewers-contras	12	4b22	usa-today	2015-12-23	Debbie Wasserman Schultz	Our debates draw viewers, contrast	1	0	None	None
train	usa-today_2015-12-23_saturday-night-s-all-right-for-f	5	d473	usa-today	2015-12-23		Saturday night's all right for fighting, but not for debates	1	4	None	None
train	usa-today_2015-12-29_syrians-find-a-home-in-clarkston	9	4b22	usa-today	2015-12-29	Jonathan Krohn, Special for USA TODAY	Syrians find a home in Clarkston, Ga.; For years, the Atlanta suburb has put out the welcome mat	1	0	None	None
train	usa-today_2016-01-04_bernie-sanders-raises-m-is-withi	9	d473	usa-today	2016-01-04	Fredreka Schouten, USA TODAY	Bernie Sanders raises $33M; Is within $4M of Clinton's haul	1	3	None	None
train	usa-today_2016-01-04_death-lies-and-pandering-on-the-	5	6b86	usa-today	2016-01-04	Richard Wolf, USA TODAY	DEATH, LIES AND PANDERING ON THE CAMPAIGN TRAIL; Candidates step up war of words as Iowa caucuses loom	8	4	None	None
train	usa-today_2016-01-05_bill-is-back-hillary-s-husband-o	2	d473	usa-today	2016-01-05	Susan Page, USA TODAY	Bill is back: Hillary's husband on campaign trail in New Hampshire	2	12	None	None
train	usa-today_2016-01-08_why-donald-trump-is-leading-in-t	16	5fec	usa-today	2016-01-08	Rick Scott	Why Donald Trump is leading in the polls; New ideas are beating old formulas	3	0	None	None
train	usa-today_2016-01-12_energy-guns-top-young-voters-age	9	4e07	usa-today	2016-01-12	Susan Page and Paul Singer, USA TODAY	Energy, guns top young voters' agenda; Millennials aren't tied to single political party	3	4	None	None
train	usa-today_2016-01-13_trump-cruz-break-away-from-the-p	12	ef2d	usa-today	2016-01-13	Paul Singer, @singernews, USA TODAY	Trump, Cruz break away from the pack; Also of interest: Who will come out in second or third	7	0	None	None
train	usa-today_2016-01-15_republicans-pile-on-obama-clinto	5	d473	usa-today	2016-01-15	Richard Wolf, and David Jackson, USA TODAY	Republicans pile on Obama, Clinton; Time running short for some candidates	7	5	None	None
train	usa-today_2016-01-19_clinton-media-strategy-follows-b	12	d473	usa-today	2016-01-19	Heidi M. Przybyla, USA TODAY	Clinton media strategy follows BuzzFeed model; Digital landscape requires more than a Facebook page and a few tweets	9	17	None	None
train	usa-today_2016-01-22_america-s-autistic-adults-a-moth	2	4e07	usa-today	2016-01-22	Cindy Godwin	America's autistic adults; A mother's testimony on the emotional and financial costs	0	1	None	None
train	usa-today_2016-01-22_some-republicans-promote-sanders	16	6b86	usa-today	2016-01-22	Nicole Gaudiano, USA TODAY	Some Republicans promote Sanders' candidacy, trying to embarrass Clinton	6	12	None	None
train	usa-today_2016-01-26_candidates-fan-out-in-iowa-as-ca	19	ef2d	usa-today	2016-01-26	David Jackson, USA TODAY	Candidates fan out in Iowa as caucuses near; Races tighten on both sides, so politicos push planks, challenge polling	3	2	None	None
train	usa-today_2016-01-29_absent-trump-derides-debate-cruz	9	6b86	usa-today	2016-01-29	Richard Wolf, and David Jackson, USA TODAY	Absent Trump derides debate; Cruz fields most attacks from rivals in Fox forum	14	0	None	None
train	usa-today_2016-02-02_maybe-trump-hasn-t-rewritten-rul	2	6b86	usa-today	2016-02-02	Susan Page	Maybe Trump hasn't rewritten rules; Tough three-way fight puts political neophyte to the test	12	1	None	None
train	usa-today_2016-02-04_clinton-and-sanders-face-the-vot	19	4e07	usa-today	2016-02-04	Nicole Gaudiano, USA TODAY	Clinton and Sanders face the voters in N.H.; Health care and education among top issues at town hall	0	6	None	None
train	usa-today_2016-02-05_independents-alone-won-t-decide-	23	4b22	usa-today	2016-02-05	Nicole Gaudiano, USA TODAY	Independents alone won't decide N.H.; Candidates will need solid backing by party core, analysts say	0	2	None	None
train	usa-today_2016-02-09_new-hampshire-primary-game-on-wh	16	ef2d	usa-today	2016-02-09	Susan Page, USA TODAY	NEW HAMPSHIRE PRIMARY // GAME ON; What each candidate needs in Tuesday showdown	7	6	None	None
train	usa-today_2016-02-10_insurgent-tops-institution-in-sa	2	d473	usa-today	2016-02-10	Heidi M. Przybyla, USA TODAY	Insurgent tops institution in Sanders success; Clinton looks ahead to contests that are more delegate-heavy	0	8	None	None
train	usa-today_2016-02-11_sanders-faces-test-on-appeal-to-	9	5fec	usa-today	2016-02-11	Nicole Gaudiano, USA TODAY	Sanders faces test on appeal to minorities; Clinton has strong support among African-American voters in S.C.	0	7	None	None
train	usa-today_2016-02-11_what-went-wrong-for-chris-christ	9	ef2d	usa-today	2016-02-11	Michael Symons, Asbury (N.J.) Park Press	What went wrong for Chris Christie; Hurdles from years past proved to be insurmountable	7	0	None	None
train	usa-today_2016-02-17_who-scares-americans-the-most-fi	2	ef2d	usa-today	2016-02-17	Susan Page and Jenny Ung, USA TODAY	Who scares Americans the most?; Findings show voters fear unwelcome policies coming from either party in White House	5	5	None	None
train	usa-today_2016-02-18_bleak-outlook-for-bloomberg-inde	5	5fec	usa-today	2016-02-18	Rick Hampson, USA TODAY	Bleak outlook for Bloomberg independent run; Chances of former mayor winning are small, according to poll	7	1	None	None
train	usa-today_2016-02-18_clinton-tries-to-avoid-setback-i	16	4b22	usa-today	2016-02-18	Heidi M. Przybyla, USA TODAY	Clinton tries to avoid setback in Nevada amid Sanders surge; Dems in a dead heat as caucuses loom	0	10	None	None
train	usa-today_2016-02-25_clinton-gun-control-offensive-a-	19	4b22	usa-today	2016-02-25	Heidi M. Przybyla, USA TODAY	Clinton gun-control offensive a preview of Southern strategy; She points to Sanders' Senate votes on firearms to cement advantage among minorities	0	7	None	None
train	usa-today_2016-03-01_democratic-voters-size-up-clinto	5	ef2d	usa-today	2016-03-01		Democratic voters size up Clinton's , Sanders' records	1	11	None	None
train	usa-today_2016-03-02_no-clear-path-points-to-white-ho	12	5fec	usa-today	2016-03-02	Susan Page	No clear path points to White House; Super Tuesday brings parties closer to picking nominees, but the cracks are widening	15	11	None	None
train	usa-today_2016-03-07_a-petite-powerhouse-with-an-undy	12	4b22	usa-today	2016-03-07	Maria Puente, USA TODAY	A petite powerhouse - with an undying devotion to her 'Ronnie'	0	1	None	None
train	usa-today_2016-03-07_trump-lead-causes-more-cracks-in	19	ef2d	usa-today	2016-03-07		Trump lead causes more cracks in Republican Party	8	4	None	None
train	usa-today_2016-03-16_american-dream-survives-among-mi	5	4e07	usa-today	2016-03-16	Susan Page and Jenny Ung, USA TODAY	American dream survives among Millennials, poll finds; Generation expects more success, though definition is different	1	1	None	None
train	usa-today_2016-03-16_clinton-extends-her-lead-despite	2	5fec	usa-today	2016-03-16		Clinton extends her lead, despite a message that fails to scintillate; Clinton extends her lead, despite a message that fails to scintillate	1	10	None	None
train	usa-today_2016-03-17_voters-turned-out-in-droves-tues	9	d473	usa-today	2016-03-17	Erin Kelly, USA TODAY	Voters turned out in droves Tuesday; States set records; GOP's close contest helps bring them out	3	2	None	None
train	usa-today_2016-03-18_laura-bush-sees-hope-help-for-af	19	5fec	usa-today	2016-03-18	, ,	Laura Bush sees 'Hope,' help for Afghan women; Former first lady Laura Bush wrote the introduction for a new book, . She sat down this week with to discuss the United States' longest war. She touched briefly on the 2016 presidential race and Donald Trump. Questions and answers have been edited for length and clarity.	2	0	None	None
train	usa-today_2016-03-21_trump-campaign-makes-a-capital-i	2	4e07	usa-today	2016-03-21	Kevin Johnson, USA TODAY	Trump campaign makes a Capital investment; Politics, business both will be on the front- runner's agenda in D.C. visit	12	1	None	None
train	usa-today_2016-03-22_clinton-trump-s-view-of-the-worl	9	6b86	usa-today	2016-03-22	Heidi M. Przybla, USA TODAY	Clinton: Trump's view of the world is 'dangerously wrong'; In speech to AIPAC, she attacks rival's foreign policy inexperience	10	11	None	None
train	usa-today_2016-03-24_nabisco-rolls-out-layoffs-in-chi	16	d473	usa-today	2016-03-24	Aamer Madhani, USA TODAY	Nabisco rolls out layoffs in Chicago	3	4	None	None
train	usa-today_2016-03-30_teen-girl-pepper-sprayed-in-scuf	5	6b86	usa-today	2016-03-30	Aamer Madhani, USA TODAY	Teen girl pepper-sprayed in scuffle outside Wisconsin Trump rally	11	0	None	None
train	usa-today_2016-04-01_obama-asian-leaders-huddle-on-re	16	d473	usa-today	2016-04-01	David Jackson, USA TODAY	Obama, Asian leaders huddle on region's concerns	1	0	None	None
train	usa-today_2016-04-06_sanders-says-he-s-riding-momentu	19	d473	usa-today	2016-04-06	Heidi M. Przybyla, USA TODAY	Sanders says he's riding momentum; Takes Wisconsin, but Clinton still has the math	1	15	None	None
train	usa-today_2016-04-06_sanders-winning-streak-continues	12	4e07	usa-today	2016-04-06	Heidi M. Przybyla, USA TODAY	Sanders' winning streak continues; Takes Wisconsin, but Clinton still has the math	0	14	None	None
train	usa-today_2016-04-07_how-each-candidate-could-play-th	12	ef2d	usa-today	2016-04-07	Paul Singer, USA TODAY	How each candidate could play the battle for New York	5	4	None	None
train	usa-today_2016-04-14_clinton-sharpens-focus-on-sander	19	6b86	usa-today	2016-04-14	ELECTIONS 2016	Clinton sharpens focus on Sanders as N.Y. nears	0	10	None	None
train	usa-today_2016-04-15_fiery-words-light-up-the-debate-	9	ef2d	usa-today	2016-04-15	Paul Singer, USA TODAY	Fiery words light up The debate stage in N.Y.; Sanders, Clinton exchange shots as crucial contest nears	0	11	None	None
train	usa-today_2016-04-26_sanders-will-back-clinton-eventu	2	6b86	usa-today	2016-04-26	Heidi M. Przybyla, USA TODAY	Sanders will back Clinton, eventually, former rival says	0	9	None	None
train	usa-today_2016-04-26_superdelegates-dems-have-too-man	12	6b86	usa-today	2016-04-26		Superdelegates? Dems have too many, the GOP too few	3	1	None	None
train	usa-today_2016-04-27_clinton-takes-pa-md-and-del-most	6	6b86	usa-today	2016-04-27	Heidi M. Przybyla, USA TODAY	Clinton takes Pa., Md. and Del.; most delegates locked up; Sanders wins R.I., vows to press on to next primary	2	12	None	None
train	usa-today_2016-04-28_sanders-lays-off-more-than-campa	12	4b22	usa-today	2016-04-28	Nicole Gaudiano, USA TODAY	Sanders lays off more than 200 campaign staffers; Win or not, candidate says, campaign aims to transform country	0	9	None	None
train	usa-today_2016-04-28_trailing-cruz-lobs-hail-carly-pa	19	4e07	usa-today	2016-04-28		Trailing, Cruz lobs 'Hail Carly' pass	3	0	None	None
train	usa-today_2016-04-29_right-wing-parties-threaten-to-j	2	4b22	usa-today	2016-04-29	Paul Ames, Special for USA TODAY	Right-wing parties threaten to jam EU's mainstream; Liberal politicians fear 'Europe is disintegrating'	2	0	None	None
train	usa-today_2016-05-02_clinton-surprise-populist-stay-o	16	4e07	usa-today	2016-05-02	John Stoehr	Clinton, surprise populist; 'Stay or pay' could make corporations reconsider moving jobs overseas	5	8	None	None
train	usa-today_2016-05-03_ted-cruz-says-heckler-deserves-a	9	4e07	usa-today	2016-05-03	Donovan Slack, @donovanslack, USA TODAY	Ted Cruz says heckler deserves a spanking for his outburst	4	1	None	None
train	usa-today_2016-05-05_spoiler-no-more-kasich-ends-bid	16	ef2d	usa-today	2016-05-05	Chrissie Thompson, and Deirdre Shesgreen, The Cincinnati Enquirer	Spoiler no more: Kasich ends bid	7	0	None	None
train	usa-today_2016-05-06_immigration-debate-hits-home-for	6	4b22|4e07|5fec|6b86|d473|ef2d	usa-today	2016-05-06	Susan Page	Immigration debate hits home for actress Diane Guerrero	1	0	None	None
train	usa-today_2016-05-09_crippling-college-debt-changes-h	9	5fec	usa-today	2016-05-09	Kala Kachmar, @NewsQuip, Asbury Park (N.J.) Press	Crippling college debt changes how grads live; About 42 million borrowers bear $1.3 trillion loan burden	1	1	None	None
train	usa-today_2016-05-09_teaches-graduates-the-wrong-less	9	4b22	usa-today	2016-05-09	James M. Danko	2016 teaches graduates the wrong lessons	2	2	None	None
train	usa-today_2016-05-11_london-s-muslim-mayor-rebuffs-tr	6	5fec	usa-today	2016-05-11	Jane Onyanga-Omara, USA TODAY	London's Muslim mayor rebuffs Trump on 'exception' to ban; Spurns offer, blasts 'ignorant view of Islam'	11	0	None	None
train	usa-today_2016-05-11_millennials-don-t-get-socialism-	19	ef2d	usa-today	2016-05-11	Zachary Jonathan Jacobson	Millennials don't get socialism; Young Sanders supporters never had to live through the Cold War era	0	3	None	None
train	usa-today_2016-05-12_obama-order-opens-door-for-outsi	16	6b86	usa-today	2016-05-12	Gregory Korte, @gregorykorte, USA TODAY	Obama order opens door for outsider; President slightly alters transition process for White House successor	1	0	None	None
train	usa-today_2016-05-12_poll-battleground-senate-races-a	23	4b22	usa-today	2016-05-12	Deirdre Shesgreen, USA TODAY	Poll: 3 battleground Senate races are tight; Candidates locked in competition in Ohio, Pennsylvania, Florida	1	0	None	None
train	usa-today_2016-05-13_auction-of-gun-used-to-kill-tray	12	5fec	usa-today	2016-05-13	Doug Stanglin, @dstanglin, USA TODAY	Auction of gun used to kill Trayvon quashed again; 2nd website refuses to let Zimmerman sell infamous pistol	0	1	None	None
train	usa-today_2016-05-18_don-t-be-a-sucker-for-the-new-ol	2	4e07	usa-today	2016-05-18	Glenn Harlan Reynolds	Don't be a sucker for the new old socialism	0	1	None	None
train	usa-today_2016-05-18_in-kentucky-democrats-battling-i	16	5fec	usa-today	2016-05-18	Joe Gerth, The (Louisville, Ky.) Courier-Journal	In Kentucky, Democrats battling it out; Clinton hoping for shift in momentum in closing contests	2	15	None	None
train	usa-today_2016-06-03_calif-win-could-help-sanders-mak	6	ef2d	usa-today	2016-06-03	Nicole Gaudiano, USA TODAY	Calif. win could help Sanders make case vs. Clinton; Underdog sees prospect to sway superdelegates	2	8	None	None
train	usa-today_2016-06-07_did-donald-trump-really-scam-stu	12	ef2d	usa-today	2016-06-07		Did Donald Trump really scam students?	13	0	None	None
train	usa-today_2016-06-07_political-conventions-race-to-cl	2	ef2d	usa-today	2016-06-07	Fredreka Schouten, @fschouten, USA TODAY	Political conventions race to close fundraising gaps; Deadline is fast approaching as each party committee works to raise more than $60 million	5	1	None	None
train	usa-today_2016-06-08_party-unity-is-a-two-way-street	19	6b86	usa-today	2016-06-08	Raul Grijalva	Party unity is a two-way street	1	0	None	None
train	usa-today_2016-06-09_trump-tries-new-chapter-in-campa	12	4e07	usa-today	2016-06-09	David Jackson, @djusatoday, USA TODAY	Trump tries new 'chapter' in campaign; As nominee shifts his focus to unify party, many in GOP reaffirm their opposition	14	5	None	None
train	usa-today_2016-06-10_dems-hope-trump-s-behavior-will-	2	ef2d	usa-today	2016-06-10	Susan Page	Dems hope Trump's behavior will help them regain Senate	8	0	None	None
train	usa-today_2016-06-14_donald-trump-at-just-the-way-he-	6	d473	usa-today	2016-06-14	Bill Sternberg, USA TODAY	Donald Trump at 70, just the way he is	12	0	None	None
train	usa-today_2016-06-15_obama-rips-rhetoric-over-radical	9	4e07	usa-today	2016-06-15	Gregory Korte, @gregorykorte, USA TODAY	Obama rips rhetoric over 'radical Islam'; He lashes out at GOP critics, including Trump, over partisan 'political distraction'	3	0	None	None
train	usa-today_2016-06-17_walls-and-bans-won-t-thwart-lone	6	4b22	usa-today	2016-06-17	David A. Andelman	Walls and bans won't thwart lone wolves	1	1	None	None
